60,1.53,25.6311675
66,1.78,20.83070319
55,1.6,21.484375
49,1.48,22.37034332
92,1.76,29.70041322
65,1.55,27.05515088
87,1.51,38.15622122
93,1.71,31.80465784
85,1.61,32.79194476
67,1.65,24.6097337
97,1.52,41.98407202
80,1.6,31.25
42,1.46,19.7035091
61,1.83,18.21493625
70,1.57,28.398718
56,1.66,20.32225287
56,1.53,23.922423
92,1.68,32.59637188
75,1.56,30.81854043
41,1.57,16.63353483
78,1.65,28.65013774
58,1.72,19.605192
78,1.79,24.34380949
116,1.78,36.61153895
58,1.75,18.93877551
49,1.63,18.44254582
45,1.52,19.47714681
65,1.78,20.51508648
85,1.73,28.40054796
83,1.69,29.06060712
106,1.62,40.39018442
79,1.73,26.3958034
75,1.58,30.0432623
93,1.72,31.4359113
113,1.66,41.00740311
92,1.55,38.29344433
76,1.69,26.60971255
63,1.66,22.86253448
49,1.58,19.6282647
77,1.62,29.34003963
57,1.56,23.42209073
54,1.59,21.35991456
59,1.61,22.76146754
76,1.57,30.83289383
55,1.64,20.44913742
76,1.47,35.1705308
87,1.89,24.35542118
53,1.67,19.00390835
62,1.82,18.71754619
67,1.81,20.45114618
46,1.65,16.89623508
62,1.72,20.9572742
44,1.48,20.08765522
101,1.65,37.09825528
63,1.64,23.42355741
71,1.67,25.4580659
66,1.58,26.43807082
64,1.69,22.40817899
61,1.48,27.84879474
79,1.74,26.0932752
58,1.57,23.53036634
52,1.68,18.42403628
51,1.69,17.85651763
73,1.6,28.515625
60,1.74,19.81767737
69,1.75,22.53061224
47,1.68,16.65249433
84,1.78,26.51180407
96,1.77,30.64253567
98,1.73,32.74416118
49,1.67,17.56965112
81,1.62,30.86419753
63,1.54,26.56434475
55,1.57,22.31327843
88,1.57,35.70124549
48,1.54,20.23950076
53,1.51,23.24459454
58,1.55,24.14151925
57,1.65,20.93663912
65,1.62,24.76756592
71,1.67,25.4580659
94,1.5,41.77777778
52,1.73,17.37445287
81,1.72,27.37966468
98,1.65,35.99632691
61,1.63,22.95908766
75,1.72,25.35154137
66,1.77,21.06674327
60,1.48,27.39225712
56,1.67,20.07960128
75,1.69,26.25958475
98,1.76,31.63739669
53,1.71,18.12523512
60,1.68,21.2585034
75,1.69,26.25958475
49,1.55,20.39542144
83,1.58,33.24787694
48,1.48,21.9138057
53,1.55,22.0603538
54,1.68,19.13265306
73,1.54,30.7809074
160,1.6,62.5
63,1.68,22.32142857
72,1.69,25.20920136
80,1.69,28.01022373
71,1.63,26.72287252
83,1.78,26.19618735
64,1.69,22.40817899
52,1.71,17.78324955
106,1.64,39.41106484
73,1.79,22.78330889
72,1.58,28.84153181
70,1.69,24.50894577
72,1.7,24.91349481
61,1.6,23.828125
76,1.67,27.25088745
49,1.59,19.38214469
55,1.61,21.21831719
65,1.82,19.62323391
72,1.62,27.43484225
66,1.73,22.05219018
54,1.65,19.83471074
51,1.62,19.43301326
54,1.53,23.06805075
71,1.59,28.08433211
61,1.62,23.24340802
59,1.76,19.04700413
80,1.7,27.6816609
69,1.73,23.05456246
71,1.78,22.40878677
85,1.52,36.7901662
88,1.67,31.55365915
71,1.63,26.72287252
47,1.64,17.47471743
87,1.74,28.73563218
65,1.75,21.2244898
103,1.78,32.50852165
47,1.56,19.31295201
49,1.57,19.8791026
100,1.62,38.10394757
106,1.6,41.40625
86,1.56,35.33859303
48,1.54,20.23950076
115,1.59,45.48870693
50,1.59,19.77769867
74,1.62,28.1969212
90,1.67,32.27078777
65,1.7,22.49134948
57,1.65,20.93663912
66,1.7,22.83737024
76,1.75,24.81632653
72,1.69,25.20920136
57,1.67,20.43816558
42,1.5,18.66666667
63,1.54,26.56434475
104,1.57,42.19238103
61,1.67,21.87242282
70,1.66,25.40281608
61,1.64,22.67995241
60,1.61,23.14725512
88,1.51,38.59479847
93,1.54,39.21403272
72,1.84,21.26654064
55,1.75,17.95918367
51,1.6,19.921875
75,1.73,25.05930703
62,1.64,23.05175491
84,1.8,25.92592593
69,1.7,23.87543253
65.8,1.76,21.24225207
75.5,1.785,23.69575281
88.1,1.73,29.43633265
98.3,1.745,32.28216517
70.5,1.675,25.12809089
51.3,1.54,21.63096644
105.7,1.805,32.44296775
93.1,1.705,32.02586837
60.5,1.735,20.09816542
54,1.607,20.9103839
56.3,1.601,21.96472302
101,1.76,32.60588843
85,1.825,25.5207356
62.3,1.8,19.22839506
85,1.74,28.07504294
52.7,1.805,16.17544371
77.5,1.65,28.46648301
54.7,1.66,19.85048628
81.7,1.835,24.26330287
55.7,1.685,19.61802957
58.5,1.595,22.99505705
68.7,1.625,26.01656805
60,1.615,23.00415033
132.5,1.81,40.44443088
63.2,1.665,22.79757235
76.7,1.755,24.90239527
78.4,1.75,25.6
70.5,1.655,25.73908599
85.5,1.76,27.60201446
56.3,1.7,19.48096886
56,1.65,20.56932966
53.3,1.575,21.48652053
62.5,1.725,21.00399076
91.5,1.865,26.30652129
66,1.645,24.39001857
75.1,1.815,22.79747133
74.7,1.765,23.97900633
75,1.735,24.9150811
57.7,1.69,20.20237387
73.3,1.735,24.35033926
61.5,1.69,21.53285949
62.5,1.57,25.35599821
54.7,1.61,21.10258092
59.3,1.73,19.81355876
100.7,1.825,30.23456558
67,1.825,20.11634453
74.3,1.77,23.71604584
56.7,1.77,18.09824763
61.5,1.825,18.46500281
67,1.68,23.73866213
54.2,1.715,18.42769594
75.6,1.7,26.15916955
80.7,1.71,27.59823535
49.7,1.73,16.60596746
85.7,1.685,30.18429325
59.4,1.585,23.64437899
63.7,1.75,20.8
64.8,1.765,20.80106573
72.5,1.68,25.68735828
56.9,1.715,19.3456808
56.3,1.66,20.43112208
67.9,1.62,25.8725804
60.8,1.565,24.82417908
83.5,1.755,27.11016956
71.6,1.78,22.5981568
59.5,1.615,22.81244908
64,1.78,20.19946976
92.7,1.805,28.45282034
122.7,1.875,34.90133333
68.7,1.6,26.8359375
56.5,1.82,17.05711871
67,1.665,24.16831246
45,1.49,20.26935724
89.2,1.635,33.36793573
75.3,1.895,20.96894341
79.7,1.785,25.01392714
84.4,1.63,31.76634424
57.8,1.61,22.29852243
69,1.73,23.05456246
105,1.73,35.08302984
67.5,1.765,21.66777681
57,1.565,23.27266788
46.7,1.595,18.35673785
